Tree,Latitude,Longitude,Year
valley oak,34.16449,-118.723801,2013
valley oak,34.166229,-118.723579,2013
valley oak,34.166229,-118.723579,2013
valley oak,34.166229,-118.723579,2013
California live oak,34.173267,-118.724113,2013
California live oak,34.173267,-118.724113,2013
California live oak,34.173267,-118.724113,2013
California live oak,34.173267,-118.724113,2013
California live oak,34.173267,-118.724113,2013
California live oak,34.173267,-118.724113,2013
valley oak,34.173702,-118.724167,2013
valley oak,34.173702,-118.724167,2013
valley oak,34.173702,-118.724167,2013
California live oak,34.173702,-118.724167,2013
California live oak,34.173702,-118.724167,2013
California live oak,34.173702,-118.724167,2013
California live oak,34.173702,-118.724167,2013
California live oak,34.173702,-118.724167,2013
California live oak,34.173702,-118.724167,2013
California live oak,34.173702,-118.724167,2013
California live oak,34.173702,-118.724167,2013
blue oak,36.491329,-118.824944,2013
blue oak,36.491329,-118.824944,2013
blue oak,36.491329,-118.824944,2013
blue oak,36.491329,-118.824944,2013
blue oak,36.491329,-118.824944,2013
blue oak,36.491329,-118.824944,2013
blue oak,36.49078,-118.825615,2013
blue oak,36.49078,-118.825615,2013
blue oak,36.49078,-118.825615,2013
blue oak,36.491302,-118.826218,2013
blue oak,36.491302,-118.826218,2013
blue oak,36.491302,-118.826218,2013
blue oak,36.491302,-118.826218,2013
blue oak,36.491302,-118.826218,2013
blue oak,36.491302,-118.826218,2013
valley oak,34.11578,-118.757507,2013
valley oak,34.11578,-118.757507,2013
valley oak,34.11578,-118.757507,2013
California live oak,34.11578,-118.757507,2013
California live oak,34.11578,-118.757507,2013
valley oak,34.11578,-118.757507,2013
valley oak,34.11578,-118.757507,2013
valley oak,34.11578,-118.757507,2013
valley oak,34.11578,-118.757507,2013
valley oak,34.11578,-118.757507,2013
valley oak,34.11578,-118.757507,2013
California live oak,37.988838,-122.129555,2013
blue oak,37.988838,-122.129555,2013
California live oak,37.930042,-122.735527,2013
California live oak,35.330288,-120.728859,2013
California live oak,35.330288,-120.728859,2013
California live oak,35.330288,-120.728859,2013
California live oak,37.263165,-122.359848,2013
California live oak,37.263165,-122.359848,2013
California live oak,37.263165,-122.359848,2013
California live oak,37.263165,-122.359848,2013
valley oak,37.213058,-121.882973,2013
valley oak,37.213058,-121.882973,2013
valley oak,37.213058,-121.882973,2013
valley oak,37.213058,-121.882973,2013
valley oak,37.213058,-121.882973,2013
valley oak,37.213058,-121.882973,2013
California live oak,37.213058,-121.882973,2013
California live oak,37.213058,-121.882973,2013
California live oak,37.213058,-121.882973,2013
California live oak,34.675453,-120.040688,2013
California live oak,34.675453,-120.040688,2013
California live oak,34.675453,-120.040688,2013
California live oak,34.675453,-120.040688,2013
California live oak,34.675453,-120.040688,2013
California live oak,34.675453,-120.040688,2013
California live oak,34.675453,-120.040688,2013
California live oak,34.675453,-120.040688,2013
California live oak,34.675453,-120.040688,2013
California live oak,34.675453,-120.040688,2013
California live oak,34.675453,-120.040688,2013
California live oak,34.675453,-120.040688,2013
California live oak,34.675453,-120.040688,2013
California live oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
valley oak,34.675453,-120.040688,2013
California live oak,34.675453,-120.040688,2013
California live oak,34.675453,-120.040688,2013
California live oak,34.675453,-120.040688,2013
California live oak,34.675453,-120.040688,2013
California live oak,34.675453,-120.040688,2013
California live oak,34.675453,-120.040688,2013
California live oak,34.675453,-120.040688,2013
California live oak,34.675453,-120.040688,2013
California live oak,34.675453,-120.040688,2013
California live oak,34.675453,-120.040688,2013
California live oak,34.675453,-120.040688,2013
California live oak,34.675453,-120.040688,2013
California live oak,34.675453,-120.040688,2013
California live oak,34.675453,-120.040688,2013
California live oak,34.675453,-120.040688,2013
California live oak,34.675453,-120.040688,2013
California live oak,34.675453,-120.040688,2013
California live oak,34.675453,-120.040688,2013
California live oak,34.675453,-120.040688,2013
California live oak,34.675453,-120.040688,2013
California live oak,35.302826,-120.658836,2013
California live oak,37.79121,-122.142197,2013
California live oak,37.79121,-122.142197,2013
California live oak,37.79121,-122.142197,2013
California live oak,37.79121,-122.142197,2013
California live oak,37.79121,-122.142197,2013
California live oak,37.79121,-122.142197,2013
California live oak,37.79121,-122.142197,2013
California live oak,37.79121,-122.142197,2013
California live oak,37.79121,-122.142197,2013
California live oak,37.79121,-122.142197,2013
California live oak,37.79121,-122.142197,2013
California live oak,37.79121,-122.142197,2013
California live oak,37.79121,-122.142197,2013
California live oak,37.79121,-122.142197,2013
California live oak,37.79121,-122.142197,2013
California live oak,37.79121,-122.142197,2013
California live oak,37.79121,-122.142197,2013
California live oak,37.79121,-122.142197,2013
California live oak,36.654385,-121.7938,2013
California live oak,32.929771,-116.557617,2013
California live oak,32.929771,-116.557617,2013
California live oak,32.929771,-116.557617,2013
California live oak,32.929771,-116.557617,2013
California live oak,32.929771,-116.557617,2013
California live oak,32.929771,-116.557617,2013
California live oak,32.929771,-116.557617,2013
California live oak,32.929771,-116.557617,2013
California live oak,32.929771,-116.557617,2013
California live oak,32.929771,-116.557617,2013
California live oak,32.929771,-116.557617,2013
California live oak,32.929771,-116.557617,2013
California live oak,32.929771,-116.557617,2013
California live oak,38.188091,-122.185867,2013
California live oak,38.188091,-122.185867,2013
California live oak,38.188091,-122.185867,2013
California live oak,38.188091,-122.185867,2013
California live oak,37.835732,-122.249611,2013
California live oak,37.531857,-122.073212,2013
California live oak,34.498074,-119.809242,2013
California live oak,34.498074,-119.809242,2013
California live oak,34.498074,-119.809242,2013
California live oak,34.498074,-119.809242,2013
white oak,39.289673,-123.373718,2014
white oak,39.289673,-123.373718,2014
white oak,39.289673,-123.373718,2014
California live oak,34.0312,-118.811821,2014
California live oak,34.0312,-118.811821,2014
California live oak,34.0312,-118.811821,2014
California live oak,34.0312,-118.811821,2014
California live oak,34.0312,-118.811821,2014
California live oak,34.0312,-118.811821,2014
California live oak,34.11578,-118.757507,2014
California live oak,34.11578,-118.757507,2014
California live oak,34.11578,-118.757507,2014
California live oak,34.118164,-118.759033,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.119007,-118.760071,2014
valley oak,34.156467,-118.73069,2014
valley oak,34.156467,-118.73069,2014
valley oak,34.156467,-118.73069,2014
valley oak,34.156467,-118.73069,2014
valley oak,34.156467,-118.73069,2014
valley oak,34.156467,-118.73069,2014
California live oak,34.156467,-118.73069,2014
California live oak,34.156467,-118.73069,2014
California live oak,34.156467,-118.73069,2014
valley oak,34.156467,-118.73069,2014
valley oak,34.156467,-118.73069,2014
valley oak,34.156467,-118.73069,2014
valley oak,34.156467,-118.73069,2014
valley oak,34.156467,-118.73069,2014
valley oak,34.159077,-118.726082,2014
valley oak,34.159077,-118.726082,2014
valley oak,34.159077,-118.726082,2014
valley oak,34.159077,-118.726082,2014
valley oak,34.159077,-118.726082,2014
California live oak,34.159077,-118.726082,2014
California live oak,34.159077,-118.726082,2014
California live oak,34.159077,-118.726082,2014
valley oak,34.159077,-118.726082,2014
valley oak,34.159077,-118.726082,2014
valley oak,34.159077,-118.726082,2014
valley oak,34.159077,-118.726082,2014
valley oak,34.159077,-118.726082,2014
valley oak,34.159077,-118.726082,2014
valley oak,34.159077,-118.726082,2014
valley oak,34.159077,-118.726082,2014
valley oak,34.160709,-118.726067,2014
valley oak,34.160709,-118.726067,2014
valley oak,34.160709,-118.726067,2014
valley oak,34.160709,-118.726067,2014
valley oak,34.160259,-118.723999,2014
valley oak,34.160259,-118.723999,2014
valley oak,34.160259,-118.723999,2014
valley oak,34.16449,-118.723801,2014
valley oak,34.16449,-118.723801,2014
valley oak,34.16449,-118.723801,2014
valley oak,34.166229,-118.723579,2014
valley oak,34.166229,-118.723579,2014
valley oak,34.166229,-118.723579,2014
California live oak,34.173267,-118.724113,2014
California live oak,34.173267,-118.724113,2014
California live oak,34.173267,-118.724113,2014
California live oak,34.173267,-118.724113,2014
California live oak,34.173267,-118.724113,2014
California live oak,34.173267,-118.724113,2014
valley oak,34.173702,-118.724167,2014
valley oak,34.173702,-118.724167,2014
valley oak,34.173702,-118.724167,2014
valley oak,34.173702,-118.724167,2014
California live oak,34.173702,-118.724167,2014
California live oak,34.173702,-118.724167,2014
California live oak,34.173702,-118.724167,2014
California live oak,34.173702,-118.724167,2014
California live oak,34.173702,-118.724167,2014
California live oak,34.173702,-118.724167,2014
California live oak,34.173702,-118.724167,2014
California live oak,34.173702,-118.724167,2014
California live oak,34.173702,-118.724167,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
blue oak,36.491329,-118.824944,2014
